sku,brand,product_name,variant,perfume_type,gender,ml,barcode,sale_price,original_price,available,source_site,source_url,scraped_at
ALABPEALABPER100,AL ABSAR,PERFUME AL ABSAR THE FREYA EDP 100ML MUJER – PARADOXE,,PERFUME,Mujer,100,,17990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/al-absar/perfume-al-absar-the-freya-edp-100ml-mujer-paradoxe/,2026-05-30
ALABPEALABPER100,AL ABSAR,PERFUME AL ABSAR BINT AL AMAL PERFUME 100ML EDP 100ML MUJER – GOOD GIRL MIDNIGHT,,PERFUME,Mujer,100,,17990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/al-absar/perfume-al-absar-bint-al-amal-perfume-100ml-edp-100ml-mujer-good-girl-midnight/,2026-05-30
MINBPEMIEDPER25,MINI BRAND,PERFUME MINIBRAND EDP 25ML-333(SI)MUJER,,PERFUME,Mujer,25,,3990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/mini-brand/perfume-minibrand-edp-25ml-333simujer/,2026-05-30
MINBPEMIMLPER25,MINI BRAND,PERFUME MINIBRAND-EDP 25ML-318 (JADORE) MUJER,,PERFUME,Mujer,25,,3990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/mini-brand/perfume-minibrand-edp-25ml-318-jadore-mujer/,2026-05-30
MINBPEMIEDPER25,MINI BRAND,PERFUME MINIBRAND EDP 25ML-305 ( MY WAY) MUJER,,PERFUME,Mujer,25,,3990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/mini-brand/perfume-minibrand-edp-25ml-305-my-way-mujer/,2026-05-30
MINBPEMIBRPER25,MINI BRAND,PERFUME MINI BRAND 25 ML-317 (CRYSTAL NOIR)MUJER,,PERFUME,Mujer,25,,3990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/mini-brand/perfume-mini-brand-25-ml-317-crystal-noirmujer/,2026-05-30
MINBPEMIEDPER25,MINI BRAND,PERFUME MINIBRAND EDP 25ML 302 (G. BLOOM) MUJER,,PERFUME,Mujer,25,,3990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/mini-brand/perfume-minibrand-edp-25ml-302-g-bloom-mujer/,2026-05-30
MINBPEMIEDPER25,MINI BRAND,PERFUME MINIBRAND 321 EDP 25ML (212 VIP ROSE) MUJER,,PERFUME,Mujer,25,,3990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/mini-brand/perfume-minibrand-321-edp-25ml-212-vip-rose-mujer/,2026-05-30
ARMPEARCLPER105,ARMAF,PERFUME ARMAF CLUB DE NUIT INTENSE EDT 105 ML HOMBRE,,PERFUME,Unknown,105,,27990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/armaf/perfume-armaf-club-de-nuit-intense-edt-105-ml-hombre-aroma-como-creed-aventus/,2026-05-30
LATPELAYAPER50,LATTAFA,PERFUME LATTAFA YARA WOMAN EDP 50ML MUJER – BY ARD AL ZAAFARAN (AROMA COMO POISON GIRL ),,PERFUME,Unknown,50,,2990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/lattafa/perfume-lattafa-yara-woman-edp-50ml-mujer-by-ard-al-zaafaran/,2026-05-30
LATPELAYAPER100,LATTAFA,PERFUME LATTAFA YARA WOMAN EDP 100ML MUJER (AROMA COMO POISON GIRL  ),,PERFUME,Unknown,100,,18900,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/lattafa/perfume-lattafa-yara-woman-edp-100ml-mujer/,2026-05-30
