sku,brand,product_name,variant,perfume_type,gender,ml,barcode,sale_price,original_price,available,source_site,source_url,scraped_at
LATVLAVUVIEDP100,LATTAFA VURV,LATTAFA VURV VICTORIEUX HOMME EDP 100 ML HOMBRE,,EDP,Hombre,100,,1290000,4699000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-vurv-victorieux-homme-edp-100-ml-hombre,2026-05-28
LATVLAVUROEDP100,LATTAFA VURV,LATTAFA VURV ROYCE BLACK EDP 100 ML HOMBRE,,EDP,Hombre,100,,1290000,4699000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-vurv-royce-black-edp-100-ml-hombre,2026-05-28
LATVLAVUTOEDP85,LATTAFA VURV,LATTAFA VURV TOCCANTE EDP 85ML PERFUME HOMBRE,,EDP,Hombre,85,,1190000,4699000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-vurv-toccante-edp-85ml-perfume-hombre,2026-05-28
LATVLAVUSTEDP100,LATTAFA VURV,LATTAFA VURV STELLAR EDP 100 ML HOMBRE,,EDP,Hombre,100,,1290000,4699000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-vurv-stellar-edp-100-ml-hombre,2026-05-28
LATVLAVUCUEDP100,LATTAFA VURV,LATTAFA VURV CUIR EBENE EDP 100 ML HOMBRE,,EDP,Hombre,100,,1190000,4699000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-vurv-cuir-ebene-edp-100-ml-hombre,2026-05-28
LATLAOUMOEDP100,LATTAFA,LATTAFA OUD MOOD REMINISCENCE EDP 100 ML UNISEX,,EDP,Unisex,100,,1390000,3499000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-oud-mood-reminiscence-edp-100-ml-unisex,2026-05-28
LATLASHEDEDP100,LATTAFA,LATTAFA SHERIF EDP 100 ML HOMBRE,,EDP,Hombre,100,,2590000,5499000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-sherif-edp-100-ml-hombre,2026-05-28
LATECBALAEDP100,LATTAFA,ECLAIRE BANOFFI LATTAFA EDP 100 ML UNISEX,,EDP,Unisex,100,,2490000,5999000,True,lodoro.cl,https://www.lodoro.cl/products/eclaire-banoffi-lattafa-edp-100-ml-mujer,2026-05-28
LATECPILAEDP100,LATTAFA,ECLAIRE PISTACHE LATTAFA EDP 100 ML MUJER,,EDP,Mujer,100,,2190000,5999000,True,lodoro.cl,https://www.lodoro.cl/products/eclaire-pistache-lattafa-edp-100-ml-unisex,2026-05-28
JOMIJOMIPAEDP100,JO MILANO,JO MILANO PARIS SAUDI KING 786 EDP 100 ML HOMBRE,,EDP,Hombre,100,,3290000,4899000,True,lodoro.cl,https://www.lodoro.cl/products/jo-milano-paris-saudi-king-786-edp-100-ml-hombre,2026-05-28
LANLALAVIEDP100,LANCOME,LANCOME LA VIE EST BELLE EDP 100 ML MUJER,,EDP,Mujer,100,,9490000,14990000,True,lodoro.cl,https://www.lodoro.cl/products/la-vie-belle-by-lancome-edp-100ml-mujer,2026-05-28
MERBMEBELAEDP30,MERCEDES BENZ,MERCEDES BENZ LAND + SEA +´AIR TRIO EDP 30 ML SET X 3 PIEZAS HOMBRE,,EDP,Hombre,30,,7390000,9899000,True,lodoro.cl,https://www.lodoro.cl/products/mercedes-benz-land-sea-air-trio-edp-30-ml-set-x-3-piezas,2026-05-28
BURBUHEEDEDT100,BURBERRY,BURBERRY HERO EDT 100 ML + DEO STICK 75 ML SET 2 PCS,,EDT,Hombre,100,,7490000,11999000,True,lodoro.cl,https://www.lodoro.cl/products/burberry-hero-edt-100-ml-deo-stick-75-ml-set-2-pcs,2026-05-28
ARDAARALZAEDP100,ARD AL ZAAFARAN,ARD AL ZAAFARAN BAREZ VELVETY EDP 100 ML HOMBRE,,EDP,Hombre,100,,2490000,3999000,True,lodoro.cl,https://www.lodoro.cl/products/ard-al-zaafaran-barez-velvety-edp-100-ml-hombre,2026-05-28
ARDAARALZAEDP100,ARD AL ZAAFARAN,ARD AL ZAAFARAN MOUSUF AZURE EDP 100ML PERFUME UNISEX,,EDP,Unisex,100,,2290000,4299000,True,lodoro.cl,https://www.lodoro.cl/products/ard-al-zaafaran-mousuf-azure-edp-100ml-perfume-unisex,2026-05-28
KHAKHCLCAEDP100,KHADLAJ,KHADLAJ CLOUD CANDY EDP 100 ML PERFUME MUJER,,EDP,Mujer,100,,3290000,4599000,True,lodoro.cl,https://www.lodoro.cl/products/khadlaj-cloud-candy-edp-100-ml-perfume-mujer,2026-05-28
KHAKHNUCHEDP85,KHADLAJ,KHADLAJ NUHA CHERRY BLUSH EDP 85 ML PERFUME MUJER,,EDP,Mujer,85,,2490000,3599000,True,lodoro.cl,https://www.lodoro.cl/products/khadlaj-nuha-cherry-blush-edp-85-ml-perfume-mujer,2026-05-28
AJMAJGAKNEDP100,AJMAL,AJMAL GALLANT KNIGHT FOR HIM EDP 100 ML HOMBRE,,EDP,Hombre,100,,1590000,3699000,True,lodoro.cl,https://www.lodoro.cl/products/ajmal-gallant-knight-for-him-edp-100-ml-hombre,2026-05-28
AJMAJAMRIEDP100,AJMAL,AJMAL AMERICAN RIVIERA FOR HIM EDP 100 ML HOMBRE,,EDP,Hombre,100,,1590000,3699000,True,lodoro.cl,https://www.lodoro.cl/products/ajmal-american-riviera-for-him-edp-100-ml-hombre,2026-05-28
AJMAJEMCOEDP100,AJMAL,AJMAL EMERALD COAST FOR HIM  EDP 100 ML HOMBRE,,EDP,Hombre,100,,2490000,3699000,True,lodoro.cl,https://www.lodoro.cl/products/ajmal-emerald-coast-for-him-edp-100-ml-hombre,2026-05-28
KHAKHMOLAPAR100,KHADLAJ,KHADLAJ MOCHA LATTE EXTRAIT DE PARFUM 100 ML UNISEX,,PARFUM,Unisex,100,,2490000,3499000,True,lodoro.cl,https://www.lodoro.cl/products/khadlaj-mocha-latte-extrait-de-parfum-100-ml-unisex,2026-05-28
KHAKHAZVEPAR100,KHADLAJ,KHADLAJ AZURE VELVET EXTRAIT DE PARFUM 100 ML UNISEX,,PARFUM,Unisex,100,,3290000,4499000,True,lodoro.cl,https://www.lodoro.cl/products/khadlaj-azure-velvet-extrait-de-parfum-100-ml-unisex,2026-05-28
ARDAARALZAEDP100,ARD AL ZAAFARAN,ARD AL ZAAFARAN BAREQ MIRAGE EDP 100 ML HOMBRE,,EDP,Hombre,100,,2490000,3999000,True,lodoro.cl,https://www.lodoro.cl/products/ard-al-zaafaran-bareq-mirage-edp-100-ml-hombre,2026-05-28
ARDAARALZAEDP100,ARD AL ZAAFARAN,ARD AL ZAAFARAN AL BATAL EDP 100 ML PERFUME HOMBRE,,EDP,Hombre,100,,2490000,3999000,True,lodoro.cl,https://www.lodoro.cl/products/ard-al-zaafaran-al-batal-edp-100-ml-perfume-hombre,2026-05-28
ARDAARALZAEDP100,ARD AL ZAAFARAN,ARD AL ZAAFARAN BAREQ EDP 100ML PERFUME HOMBRE,,EDP,Hombre,100,,1990000,3999000,True,lodoro.cl,https://www.lodoro.cl/products/ard-al-zaafaran-bare-edp-100ml-perfume-hombre,2026-05-28
